,0
513,6648.007584154926
514,21339.285448433977
515,11098.715429087075
516,8102.406656240346
517,24624.7469827404
518,11865.21381155336
519,10096.935463413829
520,23648.102186896227
521,7648.917418988065
522,11778.076810023369
523,13889.202078268543
524,590.9202450868615
525,15298.28711443876
526,10324.992554040524
527,5195.336831075765
528,5356.935887855929
529,29138.333175109277
530,10634.655183760391
531,6430.219239362181
532,6193.6194048807665
533,25613.53334705661
534,0.0
535,15427.509344506194
536,14754.541461153989
537,19458.949948294583
538,8877.332780713208
539,21013.677791758797
540,8274.749455215242
541,22444.047500079745
542,18603.31061004696
543,7142.9252001275745
544,23151.29965022445
545,13670.166458267311
546,15404.283356941378
547,11992.276911069115
548,25021.417175551192
549,26241.41855030888
550,8235.043987685247
551,20377.488657129754
552,10330.585895461481
553,25732.338888390354
554,14709.140639408317
555,19304.43050653911
556,15157.856385861916
557,5101.6730456046935
558,14796.287638263791
559,13561.591308196745
560,9687.614205615217
561,10477.382788544921
562,0.0
563,6091.053034919554
564,10384.766514929215
565,19632.754491749016
566,8832.890886801018
567,0.0
568,9981.78656161661
569,16627.641439134706
570,8227.431369337362
571,17593.04361764084
572,13368.27063356369
573,7817.552422495821
574,12072.087343961495
575,6633.956424292963
576,5720.350885279986
577,11431.07942069399
578,15049.082768490174
579,5819.484693218532
580,19739.57826315491
581,17794.075921833515
582,13253.648927000177
583,6174.684125033615
584,4977.414686944452
585,8488.792449418528
586,3343.4146147378488
587,10767.599128497466
588,6454.46991669586
589,9298.921850310137
590,11577.724531899483
591,13288.786737530245
592,3739.220925948932
593,7454.039015532049
594,13793.31385515396
595,20367.36503508489
596,9851.494838254373
597,11459.243123934037
598,10756.22959106692
599,19265.78093199819
600,16837.459043502167
601,16181.180841851354
602,8033.972129609436
603,23467.18061695579
604,2766.312596537711
605,14136.902372578232
606,5430.68003223242
607,16311.825275255207
608,12182.345754762784
609,24152.24961483442
610,12706.55966529264
611,8966.138112887871
612,16512.373740670533
613,3497.277158816738
614,9264.320045280954
615,9471.512222329613
616,3167.1925086382544
617,20170.12823931979
618,7395.909856201899
619,12320.628735814811
620,17153.818568530303
621,6754.300542822377
622,10642.40043218818
623,7240.087853189456
624,15879.350336292628
625,7693.036811840866
626,8607.539684568983
627,12741.692487499342
628,20741.12423110746
629,6943.5634066497005
630,19880.47632426265
631,2719.63972667684
632,19959.30404975731
633,10843.23386287046
634,9220.773704729116
635,11080.914245129607
636,8334.955997306985
637,8006.559319166299
638,11332.83661916465
639,16584.356376912634
640,8010.389927906159
641,5830.024007908476
642,12020.089830544879
643,17143.642049424278
644,2452.173518492433
645,19692.51274746729
646,11337.446470833158
647,10670.684060586529
648,9530.149822262814
649,14592.641833554822
650,8265.205870840007
651,12314.275051777928
652,14204.914478136867
653,21347.297968814513
654,6417.773925670866
655,14099.2176051391
656,8574.090980673078
657,5566.120394280406
658,7511.587787698416
659,9993.352817506966
660,17873.611791884017
661,9843.274174665072
662,6304.346608906417
663,17815.471210505537
664,14903.289511006733
665,20267.809389280243
666,18488.59527828236
667,5617.132477693864
668,5421.509677791066
669,10970.75743020272
670,9799.736232601892
671,12144.29420670263
672,638.2844628820749
673,10655.933397383364
674,17878.848392313943
675,16984.66271323494
676,16986.67212497072
677,11793.471688542137
678,12614.373789187157
679,15310.56523471832
680,17139.53673099703
681,7824.922243067136
682,11708.458115112953
683,13261.76919034381
684,10699.397218456841
685,9265.787625800724
686,19445.65722718046
687,25123.931601493663
688,15072.569775545693
689,10472.54824020373
690,10906.100456460452
691,15724.675400751687
692,3987.4191805939845
693,2815.7298544550285
694,17369.996369505767
695,15620.145862144258
696,22345.340701689347
697,19233.75751005544
698,17325.779029379853
699,10479.153383100958
700,2752.637639459266
701,5893.730293628985
702,7741.184283484297
703,4684.841413342139
704,19788.183233611067
705,19160.806286892665
706,15862.088414444937
707,12848.897850075678
708,6221.576175977607
709,12028.026231199627
710,17035.733190382118
711,456.4245907934237
712,10262.083917505115
713,11379.817286948659
714,13250.515908036912
715,16387.52648903904
716,10504.52765885614
717,10424.6924871542
718,21454.720233614666
719,10642.022876242292
720,11997.757001985941
721,9598.683987734243
722,15506.74434006022
723,8052.100225901202
724,19050.07865740957
725,43.242684932934935
726,11374.011121879434
727,943.934682743602
728,3954.2319142599954
729,9921.510715118231
730,8749.817183636878
731,2869.8180362820276
732,12040.131985159314
733,6020.876690163706
734,19986.34408431736
735,11662.447759661969
736,589.4829784079266
737,14298.091453592933
738,13566.263374753325
739,8943.94885018091
740,15914.35209643669
741,16192.515326711917
742,12897.144012025048
743,8999.055874870057
744,12095.352359582932
745,12275.640889927578
746,13155.501089727746
747,15439.326775101887
748,14869.923169970221
749,9922.211196555523
750,9998.16173244921
751,10974.578904994189
752,13391.623819898698
753,4095.832457468452
754,7937.473361934615
755,862.2024415889391
756,4978.212109843662
757,16864.253802301653
758,13971.040135563184
759,4230.408222647238
760,17862.04855980265
761,8331.987223664873
762,29753.952623571124
763,5530.054077475739
764,16085.893298462586
765,9170.509785865877
766,4257.321573224341
767,11759.607640682516
768,17230.431878201416
769,11416.717662977913
770,2595.334328650548
771,7498.397725037583
772,8307.010431372662
773,14198.905551344571
774,28292.6154414262
775,5963.019831351841
776,11464.294916587678
777,3087.3829174950224
778,5388.852091942768
779,5724.539799727929
780,7763.109742398636
781,12558.839850520388
782,18645.72793854309
783,7553.627316569633
784,20286.613692588275
785,8670.439266317248
786,7515.707060704561
787,8851.472295024192
788,13581.368119465624
789,10249.277534843859
790,13862.78641112188
791,10657.84093689519
792,4716.516652688391
793,6530.84680206397
794,10568.264015442306
795,8049.891169672737
796,6329.837612632909
797,11515.396664382293
798,16178.154396093916
799,8014.693996363865
800,13376.985706128136
801,11886.273313788493
802,7355.234297564122
803,12998.768824488769
804,13028.819927168486
805,13347.003620691044
806,17096.493493269838
807,11990.920035935676
808,17488.83577979634
809,5889.777570557169
810,12536.448660024049
811,28938.734208604947
812,17513.425559764568
813,8441.716599263578
814,15309.258551578023
815,7061.46582709068
816,20389.94125043892
817,6789.3094602278725
818,17448.306471682263
819,1580.477004886503
820,5184.568277998202
821,6659.627157978735
822,23978.933918712733
823,5779.9807030642405
824,7719.989140444144
825,9159.839460679985
826,9852.855074498446
827,13759.852120204989
828,13013.759203253569
829,17542.132980496695
830,22430.283643657414
831,14237.356437995855
832,1321.7374367745724
833,1410.6621424065306
834,8150.564898125267
835,13779.425621898052
836,8025.243492721027
837,6192.076328525101
838,9498.951234324733
839,14409.2095228279
840,25332.635509344356
841,18178.835374346556
842,9215.237178603922
843,9494.304787421963
844,4756.0243002030475
845,14170.038186042824
846,2258.2387538782205
847,8686.834045899624
848,6141.015394810311
849,18979.04609324508
850,12561.93514500589
851,29812.508645384194
852,14503.028430012972
853,11834.926111611916
854,15241.134520688276
855,5026.096676332236
856,19315.561615581413
857,16912.568887260117
858,8221.581117168913
859,10844.146124165738
860,13387.128272800495
861,14196.351223357531
862,13630.814679056799
863,20145.33456161288
864,17762.387651537647
865,12379.887536758673
866,10811.262119722553
867,5497.106003544221
868,3065.973394937406
869,12064.755784678346
870,21356.51585515577
871,18748.421000423725
872,279.8265876904479
873,17395.56357583411
874,7645.121063701561
875,11634.647396228902
876,11111.162388889134
877,15215.255811792638
878,16501.814249549614
879,11367.044702265055
880,19623.30488847215
881,13914.633891747639
882,25405.298412312477
883,12122.788721202363
884,21928.774581310616
885,4676.988953588734
886,4022.876538921075
887,14382.74335224896
888,5089.09194761941
889,18056.43465945874
890,8307.147395193162
891,9954.591628021357
892,1659.583406164551
893,3350.7962037924226
894,8717.315319755493
895,11428.141240565674
896,9943.876763531254
897,24480.059001956164
898,10016.270378242873
899,8563.158739336628
900,558.9853469709997
901,4567.869445203178
902,17522.77011418651
903,21596.754148121647
904,10344.711071732716
905,10884.65941629064
906,8637.992124955876
907,2117.9560070806474
908,4928.652859107708
909,9664.212729304913
910,17462.766203847583
911,10215.456738268746
912,13469.36084928883
913,7484.299779947687
914,7059.502488454666
915,4695.78076183064
916,23624.866930120625
917,12914.58099037438
918,14952.16760940419
919,5706.6380873260205
920,6969.548536508031
921,17407.154308785844
922,5266.32651647638
923,8816.25815882822
924,23030.190824274352
925,0.0
926,8537.897796092642
927,14032.34888170036
928,509.9517702744197
929,23649.87380527734
930,17064.29112140645
931,9254.376305815182
932,8387.680514731444
933,5911.9134596634685
934,5114.626368161917
935,4262.134259534825
936,6283.3359436416795
937,10718.04525454998
938,7995.501716202489
939,20308.865918245763
940,9028.90625182382
941,16830.746435883295
942,6546.939956875271
943,14441.08204469482
944,11081.148385733017
945,6630.19470222322
946,23016.802288765597
947,7101.315483146769
948,9539.243262645708
949,6992.927991775345
950,14370.14262007235
951,9682.923601027665
952,14444.19660036308
953,8273.805967168133
954,12195.793636388218
955,6764.640495083862
956,10050.136858980746
957,9157.148443667189
958,21184.315692799122
959,7389.799255255581
960,2083.8532594491917
961,10390.432229543512
962,18500.064784915972
963,7835.345410303933
964,24551.706009598536
965,16050.956237560182
966,19760.324793649765
967,23460.59666340523
968,8915.798771611095
969,11490.927430791067
970,21005.370179435267
971,14244.965075233857
972,13585.657266371069
973,7192.772897682327
974,12348.658981630164
975,5490.410178950238
976,7658.627472538457
977,22978.969550092996
978,6635.630872215115
979,6916.709687254202
980,11363.90909599363
981,18377.31296563179
982,19254.706378921474
983,2680.745022604642
984,13796.315233808411
985,23747.882731983278
986,4246.260766752064
987,11244.50337240762
988,7054.241197405012
989,15036.003636986366
990,13999.986751797805
991,11043.49488527904
992,8458.784015490819
993,4195.022163078116
994,4683.421242578843
995,13934.941469881189
996,18382.500690849774
997,22487.991082139197
998,14553.158300421666
999,15603.633173910392
