,sn_mva,tap_neutral,tap_pos,tap_step_percent,vk_percent
168,1186.0,0.0,-1.0,0.0999,29.5707876330858
169,99.999,,,,9.38535933910768
170,99.999,,,,22.81876349792945
171,1187.0,0.0,1.0,0.2005,-8.96112904537152
172,606.0,0.0,-1.0,0.3984,-2.95559023014829
173,99.999,0.0,-1.0,5.39269999999999,13.24638919897883
174,99.999,0.0,-1.0,5.39269999999999,13.75346229277381
175,428.0,0.0,1.0,0.10019999999999,53.53292356045292
176,435.0,0.0,1.0,1.42,54.67606920794255
177,435.0,0.0,1.0,0.10019999999999,48.29641334108879
178,724.0,0.0,-1.0,2.439,87.96166377370042
179,724.0,0.0,-1.0,2.439,87.96166377370042
180,724.0,0.0,-1.0,1.2833,87.96166377370042
181,435.0,0.0,1.0,0.10019999999999,54.75200302614531
182,435.0,0.0,-1.0,1.0877,54.07476480907938
183,435.0,0.0,-1.0,3.2879,48.57828058433986
184,435.0,0.0,1.0,0.2005,48.57828058433986
185,99.999,,,,34.1815908037716
186,99.999,,,,34.1815908037716
187,99.999,,,,34.1815908037716
188,446.0,0.0,-1.0,4.7618,55.17350783812786
189,435.0,0.0,-1.0,3.568,51.67828361336316
190,436.0,0.0,1.0,1.11220000000001,51.6985822642387
191,435.0,0.0,-1.0,1.381,54.49589489873389
192,435.0,0.0,-1.0,0.0999,54.40760466289846
193,435.0,0.0,-1.0,4.7618,54.82747758656442
194,593.0,0.0,-1.0,4.0307,26.49170969606154
195,724.0,0.0,-1.0,1.2833,87.67657291386747
196,724.0,0.0,-1.0,1.2833,87.67657291386747
197,99.999,,,,23.80229474956829
198,99.999,,,,23.80229474956829
199,99.999,,,,23.80229474956829
200,99.999,,,,23.80229474956829
201,724.0,0.0,-1.0,0.1996,88.96284975260897
202,724.0,0.0,-1.0,0.1996,88.53231856430503
203,312.0,0.0,-1.0,4.489,51.04915357492071
204,99.999,,,,8.61476476430416
205,605.0,0.0,1.0,0.2005,20.82855645901378
206,1184.0,0.0,1.0,0.09999999999999,-5.58509378766015
207,1186.0,,,,29.40574592124641
208,1186.0,0.0,-1.0,0.0999,29.32412168747749
209,1186.0,0.0,-1.0,0.0999,29.65220647090027
210,99.999,,,,11.49768473238227
211,99.999,,,,11.49768473238227
212,99.999,,,,11.49768473238227
213,99.999,,,,11.49768473238227
214,99.999,,,,11.49768473238227
215,99.999,,,,11.49768473238227
216,99.999,,,,15.74428133538457
217,435.0,0.0,-1.0,2.5336,52.00862630701493
218,312.0,0.0,-1.0,4.3062,50.24913218432685
219,436.0,0.0,-1.0,4.3062,54.28409944298266
220,436.0,0.0,-1.0,4.3062,49.20599500540575
221,1186.0,,,,31.87006570699151
222,1186.0,,,,31.8703561161672
223,1186.0,,,,32.36282654592611
224,1017.0,0.0,-1.0,2.8182,161.31011053020717
225,1017.0,0.0,-1.0,3.7535,159.90037484721887
226,435.0,0.0,-1.0,0.9896,55.87183248193717
227,435.0,0.0,-1.0,0.9896,55.87183248193717
228,99.999,,,,8.33951499362696
229,1186.0,,,,-7.31154071445328
230,1186.0,,,,29.48865372469974
231,418.0,,,,3.32765179442862
232,99.999,,,,14.40097520121633
233,99.999,0.0,1.0,0.20070000000001,18.83263540321623
234,560.0,0.0,-1.0,6.0153,89.08964651538808
235,604.0,0.0,-1.0,6.0153,96.08954731302572
236,312.0,0.0,-1.0,2.1523,51.23553290765931
237,446.0,0.0,-1.0,0.9899,47.59705031871774
238,606.0,0.0,-1.0,0.5964,26.23305656476363
239,606.0,0.0,-1.0,0.5964,26.56930915468974
240,1187.0,,,,32.554490199193
241,1187.0,,,,32.47259275362277
242,99.999,0.0,-1.0,12.4343,16.17896759195791
243,99.999,0.0,-1.0,12.4343,16.17896759195791
244,99.999,,,,6.86021225514469
245,724.0,0.0,-1.0,2.439,86.67656649542616
246,724.0,0.0,-1.0,2.439,86.67656649542616
247,99.999,,,,19.01018690695748
248,1018.0,0.0,-1.0,1.5751,166.47416131935668
249,428.0,0.0,1.0,0.10019999999999,48.38842116733384
250,435.0,0.0,-1.0,1.0877,54.07476480907938
251,438.0,0.0,-1.0,0.9899,54.36127966673563
252,447.0,0.0,-1.0,1.2835,52.64221250436623
253,438.0,0.0,-1.0,1.2835,54.95600299475299
254,1186.0,0.0,1.0,0.50269999999999,28.83058448137949
255,435.0,0.0,-1.0,1.0877,52.53776557433947
256,435.0,0.0,-1.0,1.0877,52.53461195633147
257,312.0,0.0,-1.0,2.1523,49.14105158227203
258,606.0,0.0,-1.0,0.3984,29.54730259781572
259,606.0,0.0,-1.0,0.3984,25.73043401960254
260,99.999,,,,18.57191740220175
261,99.999,,,,18.57191740220175
262,99.999,,,,18.57191740220175
263,99.999,,,,18.57191740220175
264,99.999,,,,18.57191740220175
265,99.999,,,,18.57191740220175
266,99.999,,,,12.44838913537287
267,99.999,0.0,1.0,5.04199999999999,8.27741628269587
268,1186.0,,,,-7.55796271179846
269,606.0,0.0,-1.0,0.3984,25.8988368010607
270,446.0,0.0,-1.0,2.5336,55.44217265482622
271,445.0,0.0,1.0,1.2146,52.76065884304351
272,1186.0,0.0,1.0,0.09999999999999,28.7489645824911
273,1184.0,0.0,1.0,0.09999999999999,28.70048403513446
274,724.0,0.0,1.0,1.42,85.10445722700507
275,278.0,0.0,1.0,2.8807,30.41357936090641
276,435.0,0.0,-1.0,3.6606,54.82760647275467
277,436.0,0.0,-1.0,3.568,48.86087238474957
278,99.999,0.0,-1.0,4.7619,13.73577742837174
279,600.0,0.0,1.0,0.50269999999999,23.56461220050099
280,600.0,0.0,1.0,0.50269999999999,23.77216842948913
281,453.0,0.0,-1.0,10.79369999999999,75.17863022167991
282,99.999,,,,15.80586701533355
283,974.0,,,,4.29840579115932
284,435.0,0.0,-1.0,1.088,55.01822203301739
285,436.0,0.0,-1.0,2.1526,55.14470070435765
286,99.999,,,,3.97081543486541
287,445.0,0.0,-1.0,2.1523,52.30602076517602
288,446.0,0.0,-1.0,1.0877,50.66433780624099
289,724.0,0.0,1.0,0.10019999999999,85.9600231441886
290,99.999,,,,20.9542317957894
291,600.0,,,,-2.55610506826304
292,606.0,0.0,-1.0,0.3984,27.49123953259067
293,606.0,0.0,-1.0,0.3984,27.32346066298081
294,312.0,0.0,-1.0,2.4386,50.85401404198429
295,312.0,0.0,-1.0,3.2876,53.31654768577035
296,1186.0,0.0,1.0,0.50269999999999,29.48896090830818
297,99.999,,,,22.39454278766615
298,547.0,0.0,-1.0,0.3984,-2.7879203953187
299,312.0,0.0,1.0,2.4591,51.05272405571637
300,1188.0,0.0,1.0,0.09999999999999,42.58509123342112
301,99.999,,,,8.83136052757594
302,99.999,,,,9.21915347137074
303,1186.0,,,,-13.30684526699157
304,1186.0,,,,-9.11827236250596
305,1186.0,,,,29.48875906900424
306,1186.0,,,,29.48885122409355
307,604.0,0.0,-1.0,6.015,71.13205848285791
308,342.0,0.0,-1.0,4.9431,55.61959010831489
309,99.999,0.0,1.0,5.04199999999999,13.8828314180507
310,606.0,0.0,1.0,0.50269999999999,-2.95012806473007
311,606.0,0.0,1.0,0.50269999999999,-4.32654776912309
312,1188.0,,,,29.30192961745639
313,446.0,0.0,-1.0,3.5676,56.04782727300208
314,1186.0,,,,-13.30695514656678
315,606.0,0.0,-1.0,0.3984,-6.67806418397727
316,1186.0,0.0,-1.0,0.3984,-6.16535925856361
317,1186.0,,,,-13.6353404927943
318,99.999,,,,7.01703036981628
319,435.0,0.0,-1.0,1.0877,51.49287429239919
320,99.999,,,,8.31690263330407
321,1186.0,0.0,-1.0,0.0999,-5.42800495534704
322,1186.0,0.0,-1.0,0.0999,-5.26253325386206
323,1186.0,0.0,-1.0,0.0999,29.73413655522185
324,435.0,0.0,1.0,0.10019999999999,54.32279442664931
325,435.0,0.0,-1.0,1.0877,55.70392836980194
326,435.0,0.0,1.0,0.10019999999999,53.03905653331915
327,99.999,,,,8.93519776842489
328,99.999,,,,9.12226866241748
329,1184.0,,,,32.39060579029667
330,1187.0,,,,-13.48196632675876
331,1187.0,,,,-8.79735382499334
332,1187.0,,,,-9.20756756928827
333,99.999,0.0,1.0,0.09999999999999,60.32755880384301
334,435.0,0.0,-1.0,2.1523,54.4084620298996
335,724.0,0.0,-1.0,2.534,88.10398236306025
336,435.0,0.0,-1.0,4.67109999999999,49.86242093387064
337,446.0,0.0,-1.0,4.7618,52.96902070073563
338,435.0,0.0,-1.0,3.568,48.40536067117876
339,1186.0,0.0,1.0,0.50269999999999,29.40574592124641
340,99.999,,,,14.74137988450161
341,99.999,,,,14.68612106249493
342,567.0,,,,-8.1710526396006
343,581.0,,,,-7.97137049856453
344,581.0,,,,20.28400907839222
345,432.0,0.0,-1.0,1.088,49.00193448686205
346,432.0,0.0,-1.0,2.1526,53.95760996970923
347,432.0,0.0,-1.0,2.1526,48.7542652106474
348,446.0,0.0,-1.0,4.671,52.87825911625945
349,99.999,,,,35.57499231790153
350,99.999,,,,35.57499231790153
351,99.999,,,,35.57499231790153
352,99.999,,,,35.57499231790153
353,292.0,0.0,1.0,9.40920000000001,38.68401587873214
354,292.0,0.0,1.0,9.40909999999999,38.68401587873214
355,1184.0,,,,-5.09170400109983
356,1184.0,,,,-7.3818686495212
357,99.999,,,,35.57499231790153
358,446.0,0.0,-1.0,3.5676,55.35531798751256
359,435.0,0.0,-1.0,2.1527,54.06718083237673
360,435.0,0.0,-1.0,4.4891,54.22594583843144
361,435.0,0.0,-1.0,2.3441,49.35182951095658
362,435.0,0.0,-1.0,2.5343,51.84178218985581
363,724.0,0.0,-1.0,2.3441,84.67518613817478
364,723.0,0.0,-1.0,2.1526,85.84151159004797
365,723.0,0.0,-1.0,2.5336,88.41139197899163
366,1186.0,0.0,1.0,4.6025,29.4052411480729
367,312.0,0.0,-1.0,2.1523,51.66188467187934
368,1184.0,,,,0.40444476428803
369,606.0,0.0,-1.0,0.5964,25.98066060596382
370,313.0,0.0,-1.0,6.2793,71.36332820342788
371,312.0,0.0,-1.0,3.1946,51.79093155437681
372,99.999,0.0,-1.0,1.4778,9.27450210773645
373,99.999,,,,9.32305436201415
374,1184.0,,,,-9.34860383427258
375,1184.0,,,,-6.40395205786427
376,1184.0,,,,-9.43109326803632
377,1184.0,,,,-8.6107449068893
378,1184.0,,,,32.06266117158562
379,436.0,0.0,-1.0,4.7618,49.97704718889103
380,436.0,0.0,-1.0,3.6606,49.97704718889103
381,446.0,0.0,-1.0,5.8381,51.12330973909495
382,1186.0,,,,32.36250754529099
383,435.0,0.0,-1.0,1.2835,53.29499022684261
384,435.0,0.0,-1.0,1.2835,53.29499022684261
385,434.0,0.0,-1.0,2.1526,54.45433690649753
386,435.0,0.0,-1.0,6.8904,53.98894213477169
387,435.0,0.0,-1.0,6.8904,54.75157973070959
388,290.0,0.0,-1.0,13.9413,81.42964663716587
389,473.0,,,,4.2980465816523
390,312.0,0.0,-1.0,6.2793,50.74369019025967
391,1188.0,,,,28.87920266768873
392,1188.0,,,,29.70273039745377
393,1188.0,,,,29.20834400573343
394,446.0,0.0,-1.0,4.2146,55.33034153818063
395,446.0,0.0,-1.0,4.2146,55.33034153818063
396,446.0,0.0,-1.0,4.2146,55.33034153818063
397,446.0,0.0,-1.0,4.2146,55.33034153818063
398,99.999,,,,0.08397159622935
399,99.999,,,,0.08397159622935
400,99.999,,,,0.08397159622935
401,99.999,,,,35.57499231790153
402,99.999,,,,35.57499231790153
403,99.999,,,,35.57499231790153
404,435.0,0.0,1.0,1.42,54.07476480907938
405,435.0,0.0,1.0,2.66949999999999,54.83810592029621
406,435.0,0.0,1.0,5.3742,53.97882030657233
407,446.0,0.0,-1.0,1.381,55.34612118538698
408,446.0,0.0,-1.0,3.6606,49.71812995198151
409,99.999,,,,5.06150238033999
410,606.0,0.0,-1.0,0.3984,29.42204881549651
411,1187.0,,,,31.9790212809383
412,1187.0,,,,31.32128391213288
413,99.999,0.0,-1.0,2.3438,11.98336740465851
414,446.0,0.0,-1.0,3.1946,52.15947679740187
415,724.0,0.0,-1.0,3.568,88.49003788935747
416,311.0,0.0,-1.0,1.088,51.4358373706882
417,99.999,,,,15.54811035536999
418,600.0,0.0,1.0,0.2005,-4.99571475967153
419,600.0,0.0,1.0,0.2005,-4.82807775413777
420,606.0,0.0,-1.0,0.5964,25.10091345068263
421,606.0,0.0,-1.0,0.5964,24.05195847414493
422,99.999,,,,7.91378908425401
423,99.999,,,,7.903588952931
424,312.0,0.0,1.0,0.10019999999999,51.35531995210779
425,1186.0,0.0,1.0,0.09999999999999,29.40594833034378
426,1182.0,0.0,1.0,0.09999999999999,29.30677143884177
427,453.0,0.0,-1.0,12.7401,72.06716048476929
428,99.999,,,,9.26038639200064
429,1186.0,,,,-7.0652021856816
430,1186.0,0.0,1.0,0.2005,29.48885122409355
431,1186.0,0.0,1.0,0.50269999999999,29.40574592124641
432,99.999,,,,14.55005212211121
433,99.999,0.0,1.0,5.04199999999999,14.55005212211121
434,435.0,0.0,-1.0,2.4394,54.50432938611254
435,435.0,0.0,-1.0,2.4394,54.82760647275467
436,99.999,,,,8.46256119680532
437,1186.0,,,,-5.5128373770758
438,99.999,,,,15.77299350024857
439,600.0,,,,25.43900412909279
440,600.0,,,,-4.16577308071383
441,600.0,,,,-6.52723721646456
442,312.0,0.0,-1.0,3.1946,52.58874006211261
443,312.0,0.0,-1.0,2.1526,52.58874006211261
444,446.0,0.0,1.0,1.11220000000001,49.62226598568252
445,446.0,0.0,1.0,1.2146,58.4342363125857
446,1186.0,0.0,1.0,0.50269999999999,29.40533741559889
447,99.999,,,,0.08397159622935
448,99.999,,,,0.03566615423798
449,436.0,0.0,-1.0,1.2835,48.94773585299079
450,435.0,0.0,-1.0,1.2835,54.24133124465605
451,435.0,0.0,-1.0,2.439,54.56405622417792
452,726.0,0.0,-1.0,1.088,88.92104951814679
453,726.0,0.0,-1.0,1.088,88.92084928830893
454,99.999,,,,14.7380495260655
455,99.999,,,,21.30022536411005
456,557.0,,,,-2.90423480193407
457,557.0,0.0,-1.0,0.3984,26.85050386486319
458,435.0,0.0,-1.0,2.8182,48.49189804733621
459,99.999,,,,0.08397159622935
460,99.999,,,,0.08397159622935
461,99.999,,,,0.08397159622935
462,99.999,,,,0.08397159622935
463,99.999,,,,0.08397159622935
464,435.0,0.0,-1.0,3.568,54.33259010289519
465,435.0,0.0,-1.0,4.2149,54.33259010289519
466,99.999,0.0,1.0,1.2146,12.74553407388204
467,435.0,0.0,-1.0,2.5336,50.972475833903
468,312.0,0.0,-1.0,3.2876,50.37506099597649
469,312.0,0.0,-1.0,4.3065,51.17590806097416
470,435.0,0.0,-1.0,2.3441,51.76212510386528
471,99.999,,,,11.49768473238227
472,99.999,,,,11.49768473238227
473,99.999,,,,11.49768473238227
474,99.999,,,,11.49768473238227
475,99.999,0.0,1.0,3.62690000000001,13.75346229277381
476,99.999,0.0,1.0,3.62690000000001,15.9436548862272
477,99.999,,,,55.3631359121221
478,99.999,,,,7.91378908425401
479,435.0,0.0,-1.0,2.1526,54.33259010289519
480,99.999,0.0,1.0,0.70490000000001,11.85291608573423
481,600.0,0.0,-1.0,0.3984,25.76588338481722
482,600.0,0.0,-1.0,0.3984,25.84919357272099
483,1186.0,0.0,1.0,0.09999999999999,-7.14813780476958
484,1174.0,0.0,1.0,0.09999999999999,-5.37308416321874
485,1186.0,0.0,1.0,0.09999999999999,30.39142883670308
486,99.999,0.0,-1.0,1.2833,13.7793459255349
487,606.0,,,,29.0437073199769
488,1266.0,,,,34.80856982953399
489,1266.0,,,,34.80856982953399
490,435.0,0.0,-1.0,0.0999,54.50459063237817
491,435.0,0.0,1.0,1.11220000000001,54.50459063237817
492,1184.0,,,,32.39052217379053
493,1184.0,,,,35.25943660702026
494,99.999,,,,9.28824642673118
495,1188.0,,,,-9.13465931241752
496,1188.0,,,,-9.05140224958851
497,724.0,0.0,-1.0,3.568,87.67657291386747
498,446.0,0.0,-1.0,2.5336,54.73535507507819
499,724.0,0.0,-1.0,2.439,87.67657291386747
500,1186.0,,,,37.69945371138618
501,1186.0,,,,37.78128755605982
502,435.0,0.0,-1.0,1.0877,54.58023235647133
503,435.0,0.0,-1.0,1.0877,49.1798205789491
504,1769.0,0.0,-1.0,5.2129,29.03692841239777
505,1746.0,0.0,-1.0,5.2129,25.75780634131602
506,2258.0,0.0,-1.0,5.2129,37.06352987857217
507,2258.0,0.0,-1.0,5.2129,37.06352987857217
508,1769.0,0.0,-1.0,5.2129,29.03692841239777
509,1769.0,0.0,-1.0,5.2129,29.03692841239777
510,2258.0,0.0,-1.0,5.2129,37.06352987857217
511,2258.0,0.0,-1.0,5.2129,37.06352987857217
512,1186.0,,,,28.83058448137949
513,435.0,0.0,-1.0,3.6606,54.82760647275467
514,435.0,0.0,-1.0,3.6606,54.39774975160853
515,435.0,0.0,-1.0,3.6606,54.39774975160853
516,374.0,0.0,-1.0,6.6291,60.23920998033812
517,374.0,0.0,-1.0,6.6291,60.23920998033812
518,99.999,0.0,-1.0,2.8182,44.16688219611068
519,99.999,,,,22.35135487702762
520,606.0,0.0,-1.0,0.3984,-2.88492166766309
521,606.0,0.0,-1.0,0.3984,29.42181307968685
522,435.0,0.0,1.0,0.2005,54.49456458088848
523,724.0,0.0,1.0,0.2005,87.81798963400071
524,99.999,,,,9.32437624691693
525,99.999,,,,9.29048815082954
526,99.999,,,,9.34586874070815
527,99.999,,,,9.35206658235355
528,99.999,,,,9.34586874070815
529,99.999,,,,9.37749266202037
530,1187.0,,,,32.06102128611104
531,1188.0,,,,32.33601312823311
532,1188.0,,,,32.82908652259237
533,453.0,0.0,-1.0,13.6439,72.96466744774322
534,99.999,,,,8.46244823960015
535,1186.0,0.0,1.0,0.09999999999999,29.40594833034378
536,1186.0,0.0,1.0,0.09999999999999,-5.18164065071672
537,1186.0,,,,29.73444120277124
538,1186.0,,,,29.6524136726769
539,1186.0,0.0,1.0,0.50269999999999,29.65250531915474
540,1186.0,0.0,1.0,0.50269999999999,29.48855071730593
541,358.0,0.0,-1.0,7.1495,44.91163802126517
542,435.0,0.0,-1.0,5.303,51.65796828552688
543,435.0,0.0,-1.0,3.1946,51.65796828552688
544,435.0,0.0,-1.0,1.2835,54.66591112106085
545,435.0,0.0,-1.0,1.2835,54.50432938611254
546,435.0,0.0,-1.0,1.2835,54.66591112106085
547,99.999,,,,9.25153863986841
548,99.999,,,,9.33700754951211
549,99.999,,,,9.17060884202565
550,99.999,,,,8.82449082065778
551,1186.0,0.0,1.0,0.2005,-6.33185440498311
552,1186.0,0.0,1.0,0.2005,-6.49532279273571
553,1186.0,,,,-9.11798728327826
554,1186.0,0.0,1.0,0.2005,-9.36571772223485
555,1186.0,0.0,1.0,0.2005,-12.97815625663553
556,99.999,,,,0.08397159622935
557,99.999,,,,9.06682412972379
558,99.999,,,,9.49844486291505
559,99.999,,,,22.41504944452355
560,1184.0,0.0,1.0,0.2005,-13.36609461220681
561,1184.0,,,,32.39052217379053
562,1184.0,0.0,1.0,0.2005,-6.5684027112789
563,605.0,0.0,1.0,0.2005,29.41506313006739
564,605.0,0.0,1.0,0.2005,-3.19684026583281
565,99.999,,,,35.57499231790153
566,99.999,,,,35.57499231790153
567,99.999,,,,35.57499231790153
568,1186.0,,,,29.73444120277124
569,1186.0,,,,29.73444120277124
570,1186.0,,,,28.99574356757991
