,c_nf_per_km,r_ohm_per_km,x_ohm_per_km
173,796.0105005603535,0.21009375,1.02009375
174,1190.2431892265004,0.19996875,0.78975
175,95.57156088876283,0.02025,0.0901125
176,426.29946238540265,0.66976875,6.299775
177,1578.8170354716017,0.2298375,1.07983125
178,630.0177895430286,0.06024375,0.34981875
179,127.63833460801877,0.4201875,2.61984375
180,423.15566104037754,0.6652125,6.13321875
181,311.86509342648924,0.02986875,0.10985625
182,293.0022853563387,0.02986875,0.10985625
183,56.13930973259095,0.03389526,0.06203547
184,0.0,0.0100035,0.020007
185,120.29852085555203,2.46998808,5.50000206
186,72.17911251333122,1.40998725,3.36499758
187,12.57520538010037,0.0799875,0.479925
188,232.57714032073395,1.39998537,8.67000267
189,0.0,0.01000188,0.02000376
190,729.8110265236825,1.36700298,4.6869921
191,0.0,1.36001754,8.78998554
192,200.4975347592534,3.329991,9.09000225
193,112.2786194651819,1.93000563,4.89000645
194,74.19371174259219,0.77000625,3.582225
195,127.63833460801877,1.24993125,5.80010625
196,108.1467662688632,0.7300125,4.91011875
197,108.1467662688632,0.7198875,4.83013125
198,80.19901390370137,0.97998579,2.25998829
199,264.65674588221447,0.769986,1.53000981
200,324.44029880658957,2.36975625,14.28991875
201,95.57156088876283,0.59990625,4.05
202,308.7212920814641,2.69983125,13.780125
203,145.7083343265136,0.20938,2.759484
204,253.06076824029896,0.365332,4.798412
205,40.09950695185069,0.74002005,1.62998892
206,112.2786194651819,1.95000939,4.94001585
207,88.2189152940715,0.8700048,3.62000583
208,40.09950695185069,0.59999373,1.57997952
209,40.09950695185069,0.59999373,1.57997952
210,16.03980278074027,0.18999603,0.72001629
211,224.5572389303638,0.14998851,0.82999728
212,16.03980278074027,0.28001295,0.80999352
213,224.5572389303638,0.14998851,0.82999728
214,25.15041076020075,0.2500875,1.140075
215,25.15041076020075,0.2500875,1.140075
216,350.21946983579534,2.31001875,15.53985
217,484.14540713386424,4.99010625,22.669875
218,872.0904931099608,8.6599125,39.65000625
219,544.506392958346,5.2002,24.64981875
220,630.0177895430286,6.5701125,30.0398625
221,592.2921734027276,6.0598125,28.66995
222,5.65884242104517,0.13005,0.2601
223,120.72197164896357,0.159975,0.84999375
224,120.72197164896357,0.159975,0.84999375
225,210.0059298476762,0.14023125,0.29008125
226,50.92958178940651,0.53409375,2.448225
227,152.3781264170326,2.23998453,6.36000498
228,136.33832363629227,2.01998286,5.80998096
229,95.57156088876283,1.0702125,4.32995625
230,528.1586259642157,0.0799875,0.330075
231,592.2921734027276,0.1002375,0.37006875
232,141.47106052612918,1.64025,6.38685
233,311.86509342648924,3.8080125,15.05385
234,327.5841001516147,3.44705625,15.4051875
235,171.6515534383701,1.08995625,7.4601
236,44.64197909935632,0.29413125,1.9429875
237,350.21946983579534,0.94010625,10.2799125
238,174.79535478339517,1.18006875,7.8600375
239,101.85916357881301,0.68090625,4.54005
240,44.64197909935632,0.29008125,1.97994375
241,146.50114267816934,0.95985,6.42988125
242,299.1319359774265,0.869288,9.699348
243,350.0527003184623,0.90972,10.249512
244,248.21117163639076,0.529948,6.687164
245,471.072179206898,0.681568,8.954244
246,1008.9365298221675,2.171776,27.866312
247,853.2276850398101,0.0799875,0.5599125
248,1228.5975656358064,0.11086875,0.9770625
249,827.4485140106045,0.0799875,0.46018125
250,2240.901598733886,0.20806875,1.80225
251,808.5857059404539,0.0799875,0.6399
252,104.25871807481177,1.81998495,4.80999141
253,144.35822502666244,2.55000312,6.20001459
254,18.86280807015056,0.1002375,0.70014375
255,18.86280807015056,0.10985625,0.7097625
256,80.19901390370137,1.42999101,3.64000959
257,64.15921112296108,0.74998224,1.87999623
258,970.4080682347865,0.13601763,0.36800568
259,1315.2638280207022,0.25000731,0.72997848
260,64.15921112296108,0.70001253,1.75001148
261,120.29852085555203,1.83657537,3.36186207
262,1146.8458988229295,0.1520127,0.35201061
263,95.57156088876283,0.66015,4.39981875
264,57.2171844794567,0.34981875,2.3601375
265,286.7146826662885,0.05011875,0.21009375
266,171.9402432294714,0.001444,0.150176
267,260.99647177396685,0.509732,6.619296
268,700.3258368461932,1.009356,13.254476
269,260.99647177396685,0.509732,6.619296
270,693.9331867774052,1.059896,13.34978
271,6.39265006878804,0.010108,0.150176
272,6.39265006878804,0.010108,0.150176
273,506.15201654904,1.293975,8.77483125
274,719.3017477417412,4.47980625,31.69985625
275,6.28760269005019,0.0111375,0.05011875
276,0.0,0.010125,0.05011875
277,32.06677371925595,0.29008125,1.310175
278,890.2090543310851,1.57997952,4.68000666
279,681.6916181814615,0.78800526,1.8940068
280,6.28760269005019,0.010125,0.1002375
281,6.28760269005019,0.0698625,0.3898125
282,0.0,0.03000564,0.07001316
283,120.29852085555203,1.44999477,4.77998577
284,192.47763336888326,1.83601971,6.21799416
285,120.29852085555203,1.44999477,4.77998577
286,577.4329001066498,1.56001545,6.48998973
287,312.7761542244353,1.5899814,3.60000207
288,80.19901390370137,3.65120217,6.68347848
289,80.19901390370137,2.37000897,5.34001167
290,1122.786194651819,0.06001128,0.39999582
291,368.9154639570262,0.26000919,0.48001086
292,104.3742046548331,0.59281875,3.9700125
293,243.95898437394726,1.119825,7.58311875
294,88.2189152940715,0.85000104,3.44001168
295,0.0,0.02000376,0.1000188
296,8.01990139037014,0.1000188,0.26000919
297,88.2189152940715,0.83999916,3.4300098
298,1138.8259974325595,0.34446951,0.63051534
299,0.0,1.42399782,5.8129974
300,176.437830588143,0.38400075,2.38798854
301,433.0746750799874,1.55001357,5.77001313
302,392.9751681281366,1.59998328,4.69000854
303,593.47270288739,1.43098326,5.84399529
304,216.5373375399937,0.384993,2.39699817
305,128.31842224592216,0.80999352,5.1700194
306,88.2189152940715,0.79800714,3.02501304
307,1063.2336148874865,0.34981875,1.310175
308,948.7992459285731,0.34981875,1.310175
309,859.4807799380885,2.349388,21.45062
310,929.3590582762199,2.420144,20.070156
311,729.8110265236825,0.10998099,0.37999206
312,1283.184222459222,0.10998099,0.43000146
313,312.7761542244353,1.07901234,2.91201561
314,272.67664727258455,1.07500365,2.90701467
315,0.0,0.92418165,1.69170687
316,96.23881668444163,1.6900002,4.46000499
317,136.33832363629227,2.49999372,5.30000415
318,473.17418203183803,0.26501013,1.39399218
319,88.2189152940715,1.55001357,3.92998473
320,473.17418203183803,0.26000919,1.38998349
321,229.4974981868318,1.55975625,10.2697875
322,184.85551908747544,1.2200625,8.1151875
323,956.3443691566335,0.0891,0.70115625
324,146.50114267816934,0.91985625,6.4000125
325,143.98610160214926,0.94415625,6.3291375
326,88.2189152940715,1.55001357,3.93998661
327,176.437830588143,2.96000082,7.76999223
328,114.59155902616465,1.66995,5.510025
329,387.63070584159397,6.3801,18.8901
330,280.11269984173583,3.7899,13.160025
331,134.39750749982272,2.040075,6.329925
332,72.17911251333122,1.14001587,2.98000458
333,44.64197909935632,0.30020625,2.0300625
334,296.736351443695,2.22101271,4.89000645
335,312.7761542244353,5.18998347,13.17001518
336,232.57714032073395,4.63999914,8.5000104
337,353.36327118082045,5.24019375,16.39996875
338,257.79171029205764,4.6301625,13.0501125
339,144.35822502666244,2.39001273,6.51999537
340,534.7782436855098,0.57038,9.599712
341,668.362586502253,0.710448,12.05018
342,1190.5759662594553,1.729912,22.669356
343,611.0491720924292,1.059896,15.339612
344,1483.3152521680938,2.135676,28.080024
345,305.5245860462146,0.44042,5.7399
346,534.7782436855098,0.57038,9.589604
347,668.362586502253,0.710448,12.040072
348,1184.1833161906673,1.709696,22.480192
349,611.0491720924292,1.059896,15.339612
350,1483.3152521680938,2.140008,28.110348
351,305.5245860462146,0.44042,5.750008
352,528.3855936167217,0.560272,9.5304
353,528.3855936167217,0.560272,9.520292
354,146.50114267816934,0.91985625,6.09980625
355,267.2231143271329,1.76985,11.77993125
356,56.13930973259095,1.14001587,2.5099956
357,445.6338406573069,6.797925,23.74605
358,291.43038468382616,4.38705,15.102
359,470.94144148475897,3.1701375,20.67980625
360,18.86280807015056,0.010125,0.1002375
361,114.4343689589134,0.9801,6.48
362,50.92958178940651,0.010125,0.1002375
363,1387.6739136940762,0.14985,0.500175
364,120.72197164896357,0.04303125,0.1002375
365,191.14312177752566,1.25904375,8.349075
366,25.15041076020075,0.44195625,1.80376875
367,276.6545183622082,1.80376875,11.9890125
368,210.0059298476762,1.379025,9.167175
369,25.15041076020075,0.44195625,1.80376875
370,713.0141450516911,0.13010625,0.4698
371,191.14312177752566,1.15981875,5.0301
372,375.36988059599616,2.11005,14.6397375
373,802.2981032504036,1.0398375,12.49981875
374,381.6574832860463,2.46999375,16.46983125
375,420.0118596953524,2.6800875,18.7302375
376,108.1467662688632,0.7198875,5.00985
377,2183.6410890142874,3.130592,42.219672
378,846.6954798005124,2.119792,21.53004
379,1387.8663735548105,3.579676,40.650044
380,719.2833508432888,1.03968,13.66024
381,801.506056900459,2.05048,23.34948
382,1387.8663735548105,3.589784,40.67026
383,1073.303902928585,1.709696,23.209412
384,119.46445111095355,0.26375625,1.17196875
385,168.41792919777285,0.08001504,0.16999227
386,24.05970417111041,0.34899417,1.04801445
387,88.2189152940715,0.55399302,3.47997951
388,184.4577319785131,3.01298697,8.36200827
389,272.67664727258455,0.08473815,0.15514821
390,128.31842224592216,2.14000542,5.50000206
391,32.07960556148054,0.58999185,1.51000605
392,64.15921112296108,1.25999874,2.85998202
393,224.5572389303638,3.60000207,9.82998261
394,128.31842224592216,2.43002025,5.89999788
395,769.910533475533,6.5540097,13.11798159
396,80.19901390370137,1.27000062,3.4300098
397,80.19901390370137,0.74002005,3.05997993
398,88.2189152940715,0.80340498,1.47059388
399,88.2189152940715,2.18001294,3.99999789
400,12.57520538010037,0.0901125,0.46018125
401,104.25871807481177,0.06001128,0.11998287
402,184.85551908747544,1.2200625,7.9450875
403,525.0148246191906,3.4799625,22.66025625
404,547.6501943033712,0.77000625,10.9998
405,458.3662361046586,0.66015,8.71003125
406,16.03980278074027,0.24000543,0.62999937
407,32.07960556148054,0.1000188,0.25000731
408,16.03980278074027,0.23000355,0.64000125
409,32.07960556148054,0.83678427,1.53175617
410,942.511643238523,0.1701,0.69001875
411,910.4448695192671,0.0901125,0.7198875
412,104.25871807481177,1.3300119,4.29501366
413,64.15921112296108,0.72997848,2.39001273
414,144.35822502666244,3.18000249,6.67998576
415,192.47763336888326,1.85999247,7.77999411
416,0.0,0.24000543,1.02999519
417,137.06973864309407,1.140075,6.05019375
418,63.50478716950688,0.3999375,2.69983125
419,16.03980278074027,0.31998078,0.80999352
420,114.4343689589134,0.75988125,5.07009375
421,251.50410760200745,1.57089375,10.7051625
422,388.57384624510155,0.91479375,8.70800625
423,18.86280807015056,0.10985625,0.7300125
424,127.63833460801877,0.820125,5.4300375
425,25.15041076020075,0.06024375,0.5497875
426,719.2833508432888,1.03968,13.650132
427,1989.4367886486916,4.629464,51.05984
428,611.0491720924292,0.889504,11.629976
429,713.1111369837694,1.029572,13.550496
430,611.0491720924292,0.889504,11.640084
431,19.17795020636412,0.05054,0.540056
432,792.8666992153284,6.78020625,35.21019375
433,799.1543019053786,6.82981875,35.62025625
434,384.9552667377665,0.07001316,0.17999415
435,2066.1062439504913,0.990225,5.29993125
436,1680.6761990504147,0.7097625,5.15008125
437,375.6233005936145,0.935712,9.48708
438,375.6233005936145,0.940044,9.489968
439,0.0,1.19999475,3.31000425
440,48.11940834222082,0.01730484,0.03163293
441,1868.6370239562418,0.47635938,0.8719893
442,240.59704171110405,2.96000082,7.83000351
443,16.03980278074027,0.19999791,0.5100165
444,120.29852085555203,0.13998663,0.5100165
445,1315.2638280207022,0.59701698,1.60899291
446,16.03980278074027,0.19999791,0.5100165
447,16.03980278074027,0.11998287,0.52001838
448,167.87899182434,1.68075,7.7598
449,6.28760269005019,0.01215,0.04910625
450,48.11940834222082,1.13100624,2.36000709
451,160.39802780740274,2.93999706,6.05998827
452,140.21353998811912,0.05011875,0.1002375
453,6.39265006878804,0.020216,0.20938
454,6.39265006878804,0.010108,0.229596
455,12.78530013757608,0.020216,0.239704
456,12.78530013757608,0.020216,0.25992
457,0.0,0.00678699,0.01242297
458,0.0,0.00678699,0.01242297
459,1375.0987083139755,0.12706875,1.10210625
460,1082.3417875085956,1.565296,20.572668
461,490.25012941326213,0.710448,9.370116
462,12.78530013757608,0.010108,0.219488
463,1114.0846016432672,1.605728,21.11128
464,493.3362363430218,0.710448,9.370116
465,136.33832363629227,0.65000313,4.05000729
466,168.41792919777285,0.72997848,3.36999852
467,208.51743614962353,0.46699254,1.93298238
468,184.4577319785131,0.22698711,0.90199494
469,489.2139848125783,1.61998704,4.68000666
470,296.736351443695,1.77001524,4.51001439
471,176.437830588143,0.18499509,0.72997848
472,200.4975347592534,0.55101627,2.22299721
473,235.78510087688198,0.6399,4.88025
474,95.57156088876283,0.6399,4.26009375
475,137.06973864309407,1.32991875,6.170175
476,82.99635550866246,0.53814375,3.57615
477,191.14312177752566,1.26005625,8.45994375
478,337.64426445569495,0.81,7.55983125
479,254.64790894703253,0.6399,4.88986875
480,254.60382170517886,0.723444,7.901568
481,222.86100757050716,0.619476,6.840228
482,80.19901390370137,1.60998516,3.45001356
483,96.23881668444163,1.5899814,4.28001084
484,88.2189152940715,1.41498819,3.77400303
485,24.05970417111041,0.47000898,1.25999874
486,32.07960556148054,0.59999373,1.29000438
487,168.41792919777285,2.9199933,7.65000936
488,32.07960556148054,0.52799607,1.39200768
489,136.33832363629227,2.30999769,5.85999036
490,24.05970417111041,0.49898268,1.31798583
491,264.65674588221447,2.60001252,9.27999828
492,32.07960556148054,0.43000146,1.41998913
493,72.93619120458214,0.27995625,1.8802125
494,321.2964974615645,2.00019375,10.199925
495,394.86144893515166,3.77004375,17.660025
496,50.92958178940651,0.31995,2.1697875
497,76.07999254960724,0.27995625,1.8802125
498,57.2171844794567,0.5599125,2.70995625
499,50.92958178940651,0.3402,2.29989375
500,324.44029880658957,2.120175,14.1102
501,248.3603062569823,1.630125,11.23014375
502,248.3603062569823,1.630125,11.23014375
503,636.9341525020839,0.10985625,0.4100625
504,763.9437268410976,0.13010625,0.500175
505,260.93551163708275,1.6999875,11.350125
506,267.2231143271329,1.73998125,11.60983125
507,106.88924573085316,1.08590625,4.89999375
508,105.63172519284312,1.07578125,4.84785
509,1285.814750115263,0.34981875,0.70014375
510,133.925937298069,0.86011875,5.72011875
511,104.25871807481177,1.5899814,4.34998431
512,88.2189152940715,1.41998913,3.7899981
513,254.64790894703253,2.43,11.45998125
514,165.36395074831992,1.68024375,7.9299
515,0.0,0.04000752,0.1000188
516,0.0,0.67000689,2.21001858
517,144.35822502666244,2.52698292,6.36599817
518,80.19901390370137,0.80999352,2.08999602
519,719.3017477417412,0.2602125,0.78013125
520,840.0237193907049,1.64025,17.3502
521,267.2231143271329,2.57023125,12.04014375
522,321.2964974615645,1.1988,9.53015625
523,1145.601210127144,1.65999375,21.81988125
524,120.72197164896357,0.70875,5.5778625
525,25.15041076020075,0.0243,0.04455
526,108.23417875085957,0.147288,2.356608
527,16.03980278074027,0.22000167,0.55998621
528,63.50478716950688,0.51991875,8.9798625
529,32.69553398826097,0.1609875,1.22715
530,63.50478716950688,0.51991875,8.9798625
531,32.06677371925595,0.20098125,1.34510625
532,467.98607227713813,0.919828,11.92022
533,566.5210578201816,0.993472,14.429892
534,369.23065052482644,0.639692,9.319576
535,566.5210578201816,0.993472,14.429892
536,388.4086007311905,0.670016,9.770104
537,388.4086007311905,0.670016,9.780212
538,50.92958178940651,0.51890625,2.3358375
539,104.25871807481177,1.81998495,4.61999538
540,48.11940834222082,0.75998412,2.10999978
541,376.9353653473964,2.43200475,6.18001083
542,150.90246456120445,0.9790875,6.5458125
543,360.2796341398756,2.3500125,15.6380625
544,50.92958178940651,0.49005,0.99984375
545,6.28760269005019,0.49005,0.99984375
546,6.28760269005019,0.49005,0.99984375
547,286.7146826662885,1.76175,12.127725
548,191.14312177752566,1.23980625,8.6599125
549,490.4330098239146,3.03800625,20.985075
550,0.0,0.02025,0.1002375
551,57.2171844794567,0.61003125,2.78994375
552,725.5893504317914,7.279875,32.94016875
553,171.6515534383701,1.7911125,8.345025
554,633.7903511570588,6.3959625,28.64008125
555,171.6515534383701,1.779975,8.1799875
556,159.0763480582697,1.59975,7.5502125
557,381.6574832860463,3.90015,17.54004375
558,184.85551908747544,1.26005625,8.23010625
559,171.6515534383701,1.75010625,7.83016875
560,2234.561853355323,9.500076,71.430348
561,732.0686509808648,1.959508,21.401524
562,165.36395074831992,1.782,7.50414375
563,19.80594847365809,0.249975,0.7299
564,140.21353998811912,0.010125,0.1002375
565,25.15041076020075,0.05011875,0.14985
566,56.13930973259095,0.96799941,2.64002004
567,216.5373375399937,2.63001816,8.79998742
568,80.19901390370137,1.08000459,3.4300098
569,240.59704171110405,3.35999664,8.53001604
570,80.19901390370137,1.95000939,4.94001585
571,160.39802780740274,2.63001816,5.85999036
572,91.79899927473271,0.47385,3.156975
573,194.86560899340097,0.160284,1.481544
574,2558.348543528073,0.43099371,1.32501096
575,80.19901390370137,1.02999519,3.31998912
576,1098.7264904807087,0.31001859,0.93001608
577,80.19901390370137,0.77998788,3.28998348
578,1219.0250113362608,0.73200267,2.70598482
579,40.09950695185069,0.16999227,0.67000689
580,135.812218105084,0.828225,5.53786875
581,360.89556256665605,0.17999415,1.06000083
582,938.3284626733059,0.31998078,0.60999561
583,40.09950695185069,0.62499843,1.58398821
584,18.86280807015056,0.13010625,0.8899875
585,133.925937298069,0.820125,5.63000625
586,216.46835750171914,0.020216,0.249812
587,178.33289329825945,0.020216,0.270028
588,12.78530013757608,0.020216,0.290244
589,12.78530013757608,0.020216,0.290244
590,401.1490516252018,2.64009375,17.7197625
591,144.35822502666244,2.55401181,6.48101979
592,104.25871807481177,1.10798604,4.48401744
593,264.65674588221447,3.6629901,9.99600588
594,80.19901390370137,1.80998307,4.9699818
595,108.1467662688632,0.70723125,4.7111625
596,251.50410760200745,1.72884375,11.04991875
597,0.0,0.010125,0.05011875
598,31.43801345025093,0.4499955,0.95999175
599,0.0,0.700002,1.5200055
600,12.78530013757608,0.010108,0.190608
601,6.39265006878804,0.010108,0.150176
602,80.19901390370137,1.89999999,5.77001313
603,490.4330098239146,0.11998125,0.29008125
604,72.93619120458214,0.43993125,1.96981875
605,72.93619120458214,0.43993125,1.96981875
606,133.925937298069,1.3699125,6.48
607,184.85551908747544,1.1998125,8.00026875
608,188.62808070150555,1.4999985,3.20000625
609,0.0,0.4700025,1.050003
610,0.0,0.899991,1.9599975
611,157.19006725125467,2.2059945,5.22500625
612,293.0022853563387,1.7992125,12.415275
613,503.0082152040149,3.28708125,21.90290625
614,636.9341525020839,4.01000625,27.32990625
615,350.21946983579534,2.29989375,15.3201375
616,96.23881668444163,1.51199055,4.17201435
617,57.2171844794567,0.5700375,2.5201125
618,178.56791639742528,1.7901,8.5201875
619,162.22014940329478,0.78013125,5.0301
620,413.72425700530226,4.23984375,20.10015
621,160.39802780740274,2.81001231,7.13999286
622,160.39802780740274,2.5099956,7.21000602
623,0.0,1.39998537,3.56999643
624,368.9154639570262,1.2800025,3.27001941
625,280.69654866295474,0.04000752,0.14998851
626,80.19901390370137,0.72997848,3.05001774
627,48.11940834222082,0.04000752,0.14998851
628,80.19901390370137,0.769986,3.13999497
629,601.7235774378028,5.7601125,27.2797875
630,464.65383879470875,4.26009375,20.9698875
631,184.85551908747544,1.92020625,8.60979375
632,302.43368939141396,2.37988125,13.5300375
633,401.1490516252018,0.95023125,9.240075
634,0.0,0.01000188,0.03000564
635,32.06677371925595,0.0243,0.04455
636,2921.8489700663217,0.26983125,2.3500125
637,120.72197164896357,1.43116875,5.5981125
638,108.1467662688632,1.1431125,4.789125
639,80.19901390370137,0.97998579,2.46998808
640,80.19901390370137,1.02999519,2.31999957
641,80.19901390370137,1.3300119,2.72999727
642,80.19901390370137,2.02998474,5.15001564
643,1323.2837294110725,2.80001043,7.02000999
644,192.47763336888326,3.27001941,8.29001061
645,80.19901390370137,1.02999519,2.8699839
646,108.1467662688632,0.69001875,4.6200375
647,127.63833460801877,0.81,5.48015625
648,108.1467662688632,0.7097625,4.7698875
649,133.925937298069,0.820125,5.55001875
650,623.8344722300052,1.664932,15.592312
651,623.8344722300052,1.6606,15.589424
652,72.17911251333122,1.2299931,3.12999309
653,64.15921112296108,0.9239832,2.59199514
654,40.09950695185069,0.38999394,0.72001629
655,88.2189152940715,1.59998328,3.96999225
656,171.6515534383701,0.19085625,0.3493125
