,c_nf_per_km,r_ohm_per_km,x_ohm_per_km
142,0.0,0.82308,10.94552
143,0.0,0.56316,8.76508
144,0.0,2.2382,25.8476
145,0.0,0.51984,7.0034
146,0.0,0.281204,2.046836
147,0.0,0.27104,2.08604
148,0.0,1.499916,9.937004
149,0.0,0.57112,8.188796
150,0.0,0.90992,6.80988
151,0.0,2.6378,19.75688
152,0.0,1.03576,7.93276
153,0.0,1.199836,7.49716
154,0.0,0.076956,0.594836
155,0.0,0.12584,0.78408
156,0.0,0.076956,0.54692
157,0.0,0.223124,1.557996
158,0.0,0.076956,0.594836
159,0.0,0.110836,0.67276
160,0.0,0.0968,0.75504
161,0.0,0.7018,3.98816
162,0.0,0.33396,2.42
163,0.0,0.51984,6.5702
164,0.0,0.51984,6.54132
165,0.0,0.95304,14.39668
166,0.0,0.92416,14.67104
167,0.0,0.047916,0.21296
168,0.0,0.02904,0.226996
169,0.0,0.018876,0.165044
170,0.0,1.225004,9.40412
171,0.0,4.5738,31.06312
172,0.0,0.286044,1.370204
173,0.0,0.42108,1.87308
174,0.0,2.166,25.7754
175,0.0,2.12268,26.2808
176,0.0,0.73084,5.4692
177,0.0,0.715836,5.576164
178,0.0,0.84216,5.005044
179,0.0,0.802956,5.83704
180,0.0,0.33396,0.231836
181,0.0,0.21296,0.67276
182,0.0,0.986876,7.74884
183,0.0,6.52916,27.40408
184,0.0,0.39688,2.11992
185,0.0,0.3872,2.159124
186,0.0,0.528044,4.29792
187,0.0,0.53724,3.406876
188,0.0,0.410916,2.59908
189,0.0,0.29524,1.331
190,0.0,2.03604,27.1472
191,0.0,1.74724,20.60588
192,0.0,0.828124,3.464956
193,0.0,2.6378,11.52404
194,0.0,0.373164,2.096204
195,0.0,2.00376,15.88488
196,0.0,1.27776,5.576164
197,0.0,1.26324,5.324
198,0.0,1.15676,4.44796
199,0.0,0.260876,1.09384
200,0.0,1.573,8.701836
201,0.0,1.09744,10.2524
202,0.0,0.315084,1.66012
203,0.0,0.589996,3.93008
204,0.0,1.17612,6.96476
205,0.0,0.8664,12.11516
206,0.0,0.85196,12.36064
207,0.0,1.25628,19.17632
208,0.0,1.05412,23.0318
209,0.0,0.78892,0.986876
210,0.0,0.802956,0.968
211,0.0,1.64076,9.519796
212,0.0,1.15676,8.364004
213,0.0,0.15488,0.54208
214,0.0,0.8712,6.78084
215,0.0,1.02608,6.034996
216,0.0,0.30492,1.98924
217,0.0,4.708836,16.9642
218,0.0,4.87388,14.79104
219,0.0,0.60648,8.99612
220,0.0,0.51984,10.42568
221,0.0,0.76532,11.2632
222,0.0,1.57396,24.9812
223,0.0,1.02524,16.51936
224,0.0,2.26708,27.20496
225,0.0,0.46208,5.54496
226,0.0,0.59204,9.37156
227,0.0,0.5776,9.50152
228,0.0,0.77976,11.01772
229,0.0,1.54508,23.13288
230,0.0,1.0108,16.8226
231,0.0,2.3104,26.62736
232,0.0,0.46208,5.42944
233,0.0,1.02608,5.84188
234,0.0,0.0242,0.17908
235,0.0,1.7182,11.931084
236,0.0,3.267,20.0618
237,0.0,0.9438,6.941044
238,0.0,0.08712,0.20812
239,0.0,0.17908,0.468996
240,0.0,1.24388,8.309796
241,0.0,0.36784,1.93116
242,0.0,0.363,1.96504
243,0.0,1.888084,11.597124
244,0.0,1.20516,9.298124
245,0.0,0.121,0.560956
246,0.0,2.8158,42.22256
247,0.0,2.19488,22.04988
248,0.0,2.15156,22.49752
249,0.0,3.65332,39.8544
250,0.0,3.79772,38.23712
251,0.0,1.11188,13.2848
252,0.0,1.61728,24.6202
253,0.0,1.09384,5.32884
254,0.0,2.193004,14.054876
255,0.0,1.007204,14.717956
256,0.0,2.5652,15.76388
257,0.0,2.48292,20.280084
258,0.0,0.707124,5.11104
259,0.0,0.242,1.254044
260,0.0,0.2662,1.5972
261,0.0,1.107876,8.53292
262,0.0,3.63,21.069004
263,0.0,0.66792,9.661124
264,0.0,0.60984,9.064836
265,0.0,0.18392,0.644204
266,0.0,0.09196,0.707124
267,0.0,1.041084,6.486084
268,0.0,0.381876,2.743796
269,0.0,0.04332,0.60648
270,0.0,1.14076,12.98156
271,0.0,1.1552,12.69276
272,0.0,4.82296,48.99492
273,0.0,0.90972,11.39316
274,0.0,0.8664,12.15848
275,0.0,0.05324,0.605
276,0.0,0.05808,0.528044
277,0.0,0.047916,0.605
278,0.0,1.42296,11.82412
279,0.0,0.69696,5.397084
280,0.0,0.886204,5.250916
281,0.0,0.773916,5.1062
282,0.0,0.69696,9.482044
283,0.0,6.4372,46.22684
284,0.0,4.642044,35.797124
285,0.0,1.0108,9.68924
286,0.0,1.03968,9.50152
287,0.0,0.920084,4.66576
288,0.0,0.828124,5.75476
289,0.0,0.121,0.90508
290,0.0,0.20812,1.070124
291,0.0,0.194084,1.17612
292,0.0,1.62624,8.228
293,0.0,2.672164,15.019004
294,0.0,0.047916,0.12584
295,0.0,0.6498,10.36792
296,0.0,0.63536,9.6026
297,0.0,1.48732,21.89104
298,0.0,1.45844,22.32424
299,0.0,0.6498,8.77952
300,0.0,0.5776,7.23444
301,0.0,0.836836,6.47108
302,0.0,1.27776,7.20676
303,0.0,1.133044,9.177124
304,0.0,0.891044,6.59692
305,0.0,0.589996,4.59316
306,0.0,1.099164,5.57084
307,0.0,5.218004,27.951
308,0.0,1.21484,6.736796
309,0.0,0.48884,3.548204
310,0.0,0.29524,1.891956
311,0.0,2.075876,9.356204
312,0.0,0.3872,2.130084
313,0.0,3.919916,17.03196
314,0.0,0.30492,2.222044
315,0.0,0.315084,2.20704
316,0.0,0.55176,2.81204
317,0.0,0.586124,2.60392
318,0.0,2.02312,14.596956
319,0.0,1.56816,11.67892
320,0.0,1.533796,11.902044
321,0.0,0.105996,0.42592
322,0.0,0.139876,0.4598
323,0.0,1.694,10.750124
324,0.0,1.51492,10.91904
325,0.0,0.402204,0.78408
326,0.0,1.015916,5.16912
327,0.0,1.08416,4.72384
328,0.0,0.81796,5.95804
329,0.0,0.05324,0.36784
330,0.0,0.05324,0.32912
331,0.0,2.651836,10.603956
332,0.0,1.612204,8.246876
333,0.0,0.231836,0.615164
334,0.0,1.57396,23.52276
335,0.0,0.05776,0.90972
336,0.0,2.5652,11.873004
337,0.0,2.254956,10.608796
338,0.0,0.802956,5.04812
339,0.0,3.369124,25.912876
340,0.0,0.17424,1.39392
341,0.0,0.18392,1.452
342,0.0,0.69312,9.28492
343,0.0,0.73644,9.5304
344,0.0,0.66424,10.52676
345,0.0,0.8664,12.53392
346,0.0,0.98192,15.53744
347,0.0,0.95304,15.82624
348,0.0,0.48884,2.467916
349,0.0,1.888084,11.79508
350,0.0,1.33584,7.967124
351,0.0,2.84592,22.787204
352,0.0,0.018876,0.105996
353,0.0,0.63404,2.60392
354,0.0,9.80476,67.56475999999999
355,0.0,1.99272,21.16904
356,0.0,1.709004,8.34416
357,0.0,6.40816,33.57024000000001
358,0.0,1.75692,8.43612
359,0.0,1.24388,8.04408
360,0.0,6.77116,27.243876
361,0.0,1.66012,8.47484
362,0.0,1.45684,7.457956
363,0.0,4.14788,16.016044
364,0.0,1.617044,8.17476
365,0.0,0.018876,0.105996
366,0.0,0.42108,3.45576
367,0.0,0.15884,1.444
368,0.0,0.105996,0.48884
369,0.0,0.105996,0.499004
370,0.0,0.131164,0.48884
371,0.0,0.131164,0.473836
372,0.0,0.139876,0.51788
373,0.0,0.139876,0.5082
374,0.0,0.770044,5.947876
375,0.0,0.131164,0.920084
376,0.0,0.90024,5.184124
377,0.0,0.01444,0.2888
378,0.0,0.081796,0.131164
379,0.0,0.081796,0.15004
380,0.0,2.54584,18.32908
381,0.0,0.110836,0.289916
382,0.0,0.43076,1.980044
383,0.0,0.45012,1.936
384,0.0,1.39876,6.339916
385,0.0,1.257916,7.975836
386,0.0,1.78596,13.12608
387,0.0,3.0008,23.54176
388,0.0,3.882164,28.571004
389,0.0,2.409836,14.278
390,0.0,0.560956,2.556004
391,0.0,1.74724,8.82816
392,0.0,0.736164,5.203
393,0.0,4.20112,20.188124
394,0.0,5.41112,28.97224
395,0.0,1.562836,12.30812
396,0.0,1.05512,9.04596
397,0.0,0.920084,10.603956
398,0.0,4.71416,21.280996
399,0.0,1.675124,8.77976
400,0.0,2.35708,13.391796
401,0.0,0.315084,1.917124
402,0.0,0.81796,4.29308
403,0.0,0.828124,6.46624
404,0.0,0.15004,0.260876
405,0.0,1.3068,5.59988
406,0.0,0.439956,3.340084
407,0.0,0.836836,5.87576
408,0.0,2.97176,15.03304
409,0.0,2.02312,11.55792
410,0.0,1.15192,8.601164
411,0.0,0.039204,0.30492
412,0.0,0.773916,7.83112
413,0.0,2.57488,13.049124
414,0.0,1.74724,13.61976
415,0.0,1.194996,4.961
416,0.0,2.530836,12.947
417,0.0,2.47808,13.19384
418,0.0,1.7182,8.19896
419,0.0,0.67276,3.706956
420,0.0,0.081796,0.323796
421,0.0,0.53724,3.44608
422,0.0,0.15004,0.920084
423,0.0,0.136004,1.012044
424,0.0,0.136004,0.799084
425,0.0,0.131164,0.81796
426,0.0,0.736164,4.08012
427,0.0,0.407044,3.0008
428,0.0,0.09196,0.60984
429,0.0,0.105996,0.69212
430,0.0,1.74724,25.93424
431,0.0,2.0216,21.83328
432,0.0,4.069956,30.807084
433,0.0,4.44312,35.54496
434,0.0,2.041996,16.698
435,0.0,2.0328,15.319084
436,0.0,1.74724,19.94164
437,0.0,1.54508,19.14744
438,0.0,1.646084,12.61788
439,0.0,0.139876,0.66792
440,0.0,0.499004,2.922876
441,0.0,0.5082,2.859956
442,0.0,0.528044,3.824084
443,0.0,1.60688,11.626164
444,0.0,1.66496,10.366796
445,0.0,0.4598,5.042796
446,0.0,0.45012,5.14008
447,0.0,2.29416,12.297956
448,0.0,0.131164,0.407044
449,0.0,0.131164,0.57596
450,0.0,0.139876,0.36784
451,0.0,0.44764,6.55576
452,0.0,0.46208,6.3536
453,0.0,0.40432,7.13336
454,0.0,0.40432,7.33552
455,0.0,0.257004,0.45012
456,0.0,0.1452,0.499004
457,0.0,2.00716,31.23372
458,0.0,2.36816,33.51524
459,0.0,1.96384,31.8402
460,0.0,2.3104,34.17948
461,0.0,1.012044,5.68216
462,0.0,0.831996,4.65124
463,0.0,5.973044,37.162004
464,0.0,0.85184,4.558796
465,0.0,0.15004,0.88088
466,0.0,5.57384,33.90512
467,0.0,0.24548,1.50176
468,0.0,0.88084,11.66752
469,0.0,0.85196,9.6748
470,0.0,0.85196,10.80112
471,0.0,0.88084,9.0972
472,0.0,0.499004,4.253876
473,0.0,0.24684,2.985796
474,0.0,0.242,2.99596
475,0.0,0.23716,1.81984
476,0.0,0.260876,1.562836
477,0.0,0.499004,4.26888
478,0.0,0.344124,2.24092
479,0.0,0.344124,2.196876
480,0.0,0.99704,7.425044
481,0.0,0.978164,7.56976
482,0.0,0.45496,2.798004
483,0.0,1.073996,8.212996
484,0.0,1.15192,5.74508
485,0.0,3.42188,14.9798
486,0.0,3.69664,49.11044
487,0.0,2.93132,34.88704
488,0.0,1.444,21.06796
489,0.0,1.48732,14.25228
490,0.0,0.54872,6.97452
491,0.0,0.59204,5.74712
492,0.0,2.41148,24.85124
493,0.0,1.41512,21.47228
494,0.0,0.60648,4.93848
495,0.0,0.27436,3.58112
496,0.0,1.5162,13.94904
497,0.0,0.62092,6.83012
498,0.0,0.59204,5.73268
499,0.0,0.73644,7.42216
500,0.0,0.76532,7.26332
501,0.0,2.2022,11.021164
502,0.0,2.69588,9.9462
503,0.0,1.64076,9.80584
504,0.0,1.14708,5.16912
505,0.0,1.7908,9.427836
506,0.0,6.80988,27.514916
507,0.0,0.807796,7.457956
508,0.0,0.828124,7.304044
509,0.0,2.48368,23.37836
510,0.0,0.41876,6.45468
511,0.0,0.47652,5.58828
512,0.0,1.14076,16.66376
513,0.0,1.11188,16.99588
514,0.0,1.83388,21.63112
515,0.0,1.03576,6.097916
516,0.0,0.076956,0.605
517,0.0,0.102124,0.323796
518,0.0,0.165044,0.565796
519,0.0,0.11616,0.710996
520,0.0,0.08712,0.323796
521,0.0,0.47652,9.86252
522,0.0,1.74724,17.48684
523,0.0,1.77612,17.1114
524,0.0,0.83752,14.0068
525,0.0,1.48732,18.65648
526,0.0,1.67504,18.28104
527,0.0,0.6292,3.311044
528,0.0,0.02904,0.168916
529,0.0,0.081796,0.3388
530,0.0,0.081796,0.347996
531,0.0,0.131164,0.499004
532,0.0,4.003164,17.831044
533,0.0,1.436996,11.12716
534,0.0,1.79056,18.38212
535,0.0,1.53064,14.28116
536,0.0,0.10108,0.41876
537,0.0,0.12996,1.14076
538,0.0,2.83024,29.58756
539,0.0,2.28152,21.93436
540,0.0,2.48368,26.15084
541,0.0,1.38624,16.18724
542,0.0,2.12268,24.64908
543,0.0,1.86276,18.6276
544,0.0,2.58476,25.08228
545,0.0,1.89164,27.9414
546,0.0,1.888084,7.81176
547,0.0,1.254044,7.149164
548,0.0,1.08416,8.3732
549,0.0,0.05808,0.410916
550,0.0,1.90696,14.70876
551,0.0,0.91476,4.84
552,0.0,0.15488,1.24388
553,0.0,0.18392,1.08416
554,0.0,3.63484,19.1422
555,0.0,0.41624,3.161004
556,0.0,0.42108,3.190044
557,0.0,1.467004,11.01584
558,0.0,3.064204,18.92924
559,0.0,2.9282,14.45224
560,0.0,1.896796,7.80208
561,0.0,0.986876,5.2272
562,0.0,3.043876,12.715164
563,0.0,0.60648,7.89868
564,0.0,0.62092,7.73984
565,0.0,2.12268,19.82612
566,0.0,1.89164,22.4542
567,0.0,3.19124,32.01348
568,0.0,3.23456,31.3348
569,0.0,0.4598,1.591876
570,0.0,0.110836,0.39688
571,0.0,0.32912,1.48104
572,0.0,0.23716,1.23904
573,0.0,0.257004,1.0648
574,0.0,0.65824,4.62704
575,0.0,0.5808,5.192836
576,0.0,0.5082,4.16724
577,0.0,0.286044,3.372996
578,0.0,0.121,0.3872
579,0.0,0.54692,3.05888
580,0.0,0.4332,3.971
581,0.0,4.04624,25.002956
582,0.0,6.47592,35.558996
583,0.0,1.3068,10.11076
584,0.0,1.654796,12.75824
585,0.0,4.613004,16.316124
586,0.0,0.5776,10.20908
587,0.0,0.5054,10.12244
588,0.0,0.93896,8.47484
589,0.0,0.75504,9.37024
590,0.0,1.12632,13.58804
591,0.0,1.06856,13.99236
592,0.0,0.60648,7.68208
593,0.0,0.5776,6.83012
594,0.0,0.8664,7.20556
595,0.0,0.41624,3.08792
596,0.0,0.468996,3.025
597,0.0,1.346004,8.349
598,0.0,2.435004,13.591204
599,0.0,0.01444,0.30324
600,0.0,0.01444,0.361
601,0.0,0.02888,0.44764
602,0.0,0.04332,0.5776
603,0.0,0.407044,2.29416
604,0.0,0.39688,2.35708
605,0.0,0.90024,5.797836
606,0.0,0.27104,1.462164
607,0.0,0.2662,1.491204
608,0.0,1.64616,15.34972
609,0.0,1.799996,11.1078
610,0.0,3.227796,20.75392
611,0.0,1.17612,9.5832
612,0.0,4.0898,21.00076
613,0.0,1.05996,7.341796
614,0.0,1.72788,14.6168
615,0.0,2.830916,15.690796
616,0.0,1.96504,8.16992
617,0.0,0.54692,3.146
618,0.0,3.2912,22.32692
619,0.0,1.63108,9.73324
620,0.0,0.05324,0.242
621,0.0,1.796124,8.964164
622,0.0,0.131164,0.7018
623,0.0,1.57784,8.82816
624,0.0,0.57112,3.44608
625,0.0,2.33288,10.80288
626,0.0,0.06292,0.226996
627,0.0,0.110836,0.363
628,0.0,2.222044,16.950164
629,0.0,2.646996,18.99216
630,0.0,2.59424,19.5052
631,0.0,2.05216,15.987004
632,0.0,0.02888,0.34656
633,0.0,0.01444,0.30324
634,0.0,4.12984,52.74932
635,0.0,1.68948,17.08252
636,0.0,1.48732,19.29184
637,0.0,2.25264,28.43236
638,0.0,6.48356,83.34768
639,0.0,3.73996,50.09236
640,0.0,0.105996,0.57112
641,0.0,0.02904,0.4598
642,0.0,0.02904,0.315084
643,0.0,0.039204,0.407044
644,0.0,1.32616,10.082204
645,0.0,2.314004,13.420836
646,0.0,1.378916,10.13012
647,0.0,2.48292,14.58776
648,0.0,0.54692,3.15084
649,0.0,0.605,3.42188
650,0.0,1.620916,7.08092
651,0.0,1.1858,5.9048
652,0.0,2.84108,17.676164
653,0.0,2.75396,18.26616
654,0.0,2.919004,17.1578
655,0.0,0.257004,1.45684
656,0.0,0.36784,2.951916
657,0.0,4.279044,13.996796
658,0.0,0.81796,3.432044
659,0.0,0.499004,1.74724
660,0.0,3.93492,14.985124
661,0.0,0.06292,0.32912
662,0.0,0.102124,0.352836
663,0.0,0.081796,0.323796
664,0.0,0.323796,1.21484
665,0.0,0.344124,1.15192
666,0.0,0.110836,1.15192
667,0.0,0.3388,3.146
668,0.0,0.29524,2.919004
669,0.0,0.136004,0.8712
670,0.0,0.102124,1.165956
671,0.0,0.80864,11.16212
672,0.0,3.3212,22.82964
673,0.0,2.438876,15.561084
674,0.0,1.76176,8.29092
675,0.0,1.049796,6.005956
676,0.0,0.54692,2.283996
677,0.0,0.54692,2.409836
678,0.0,1.27776,5.68216
679,0.0,2.39096,15.39604
680,0.0,1.796124,11.597124
681,0.0,0.681956,5.32884
682,0.0,0.565796,2.87012
683,0.0,0.57112,2.84108
684,0.0,1.27776,6.034996
685,0.0,1.136916,6.84376
686,0.0,0.06776,0.3388
687,0.0,0.04332,0.77976
688,0.0,0.04332,0.7942
689,0.0,0.05776,0.83752
690,0.0,0.05776,0.77976
691,0.0,2.46924,31.72468
692,0.0,2.36816,29.80416
693,0.0,1.96384,25.35664
694,0.0,1.40068,13.60248
695,0.0,1.24184,16.01396
696,0.0,1.2274,16.3172
697,0.0,0.473836,2.8072
698,0.0,0.75088,8.56292
699,0.0,0.66424,9.70368
700,0.0,0.557084,3.07824
701,0.0,0.499004,3.490124
702,0.0,1.133044,11.06424
703,0.0,1.104004,12.18712
704,0.0,2.651836,10.23176
705,0.0,5.400956,42.86304
706,0.0,0.323796,1.20516
707,0.0,0.93412,7.95212
708,0.0,0.11616,0.8228
709,0.0,4.916956,31.870916
710,0.0,1.42296,10.31404
711,0.0,9.119044,36.14996
712,0.0,7.549916,25.249796
713,0.0,2.822204,19.20996
714,0.0,0.42108,3.19924
715,0.0,3.08308,11.934956
716,0.0,1.3068,9.882796
717,0.0,0.197956,1.51976
718,0.0,0.807796,6.29684
719,0.0,0.79376,6.413
720,0.0,1.28516,8.02864
721,0.0,2.68584,26.12196
722,0.0,5.50164,41.19732
723,0.0,6.010796,34.921084
724,0.0,2.0328,12.37104
725,0.0,5.213164,23.8612
726,0.0,4.916956,24.1758
727,0.0,6.373796,24.74692
728,0.0,0.226996,0.560956
729,0.0,0.110836,0.5082
730,0.0,0.131164,0.615164
731,0.0,1.42956,17.24136
732,0.0,1.11188,17.09696
733,0.0,0.49096,6.15144
734,0.0,1.45844,16.86592
735,0.0,1.24184,15.10424
736,0.0,0.5054,6.02148
737,0.0,0.076956,0.33396
738,0.0,0.378004,2.36192
739,0.0,0.378004,2.47324
740,0.0,0.30976,1.712876
741,0.0,0.27588,1.830004
742,0.0,0.257004,0.53724
743,0.0,0.252164,0.54692
744,0.0,0.85184,4.08012
745,0.0,1.191124,9.559
746,0.0,0.286044,0.5082
747,0.0,0.05808,0.30976
748,0.0,0.281204,2.138796
749,0.0,0.315084,2.096204
750,0.0,0.623876,4.011876
751,0.0,3.36452,50.56888000000001
752,0.0,3.43672,54.59764000000001
753,0.0,0.75088,8.7362
754,0.0,0.33212,3.971
755,0.0,1.93496,19.39292
756,0.0,1.67504,22.41088
757,0.0,2.017796,13.512796
758,0.0,0.30492,3.872
759,0.0,2.343044,13.833204
760,0.0,3.590796,28.00908
761,0.0,1.315996,9.840204
762,0.0,0.381876,2.42
763,0.0,1.15192,6.397996
764,0.0,1.825164,13.07284
765,0.0,0.615164,4.54476
766,0.0,0.407044,0.63404
767,0.0,2.764124,20.830876
768,0.0,2.72008,20.280084
769,0.0,1.72304,9.574004
770,0.0,2.343044,15.24116
771,0.0,0.27588,0.51788
772,0.0,0.260876,1.03092
773,0.0,0.3388,2.057
774,0.0,0.5808,4.613004
775,0.0,0.99704,7.696084
776,0.0,0.30492,1.51008
777,0.0,0.04332,0.59204
778,0.0,0.02888,0.62092
779,0.0,0.04332,0.56316
780,0.0,0.04332,0.54872
781,0.0,0.3872,2.009084
782,0.0,0.436084,1.84404
783,0.0,0.286044,2.101044
784,0.0,0.286044,1.9602
785,0.0,3.14792,39.71
786,0.0,2.65696,24.21588
787,0.0,0.83752,11.65308
788,0.0,0.80864,11.88412
789,0.0,1.77612,16.54824
790,0.0,1.5884,18.74312
791,0.0,2.25264,22.8874
792,0.0,3.26344,40.15764
793,0.0,2.97176,13.70204
794,0.0,2.48292,16.46084
795,0.0,6.397996,28.8948
796,0.0,6.276996,29.46108
797,0.0,2.11508,15.890204
798,0.0,2.735084,16.082836
799,0.0,4.340996,17.545
800,0.0,6.005956,27.3218
801,0.0,0.18392,1.099164
802,0.0,0.66792,5.27076
803,0.0,0.744876,6.060164
804,0.0,0.9922,6.886836
805,0.0,0.12584,0.79376
806,0.0,0.139876,0.81796
807,0.0,1.620916,24.786124
808,0.0,0.18392,0.715836
809,0.0,0.39688,3.025
810,0.0,1.331,7.541204
811,0.0,0.439956,3.57676
812,0.0,1.18408,14.98872
813,0.0,1.34292,14.68548
814,0.0,1.97828,20.66364
815,0.0,3.1046,29.18324
816,0.0,5.75476,28.479044
817,0.0,1.50176,17.92004
818,0.0,1.32848,20.216
819,0.0,0.7942,12.2018
820,0.0,0.77976,12.43284
821,0.0,1.5162,15.26308
822,0.0,1.28516,16.20168
823,0.0,3.22012,37.31296
824,0.0,0.48884,3.795044
825,0.0,0.523204,3.919916
826,0.0,5.363204,33.143836
827,0.0,0.02888,0.47652
828,0.0,0.01444,0.41876
829,0.0,1.02524,12.88048
830,0.0,1.96384,22.03544
831,0.0,2.614084,17.434164
832,0.0,2.11508,16.319996
833,0.0,2.493084,16.900796
834,0.0,0.18392,0.67276
835,0.0,0.17908,0.726
836,0.0,0.33396,2.159124
837,0.0,3.32992,19.646044
838,0.0,0.649044,4.040916
839,0.0,0.594836,4.679796
840,0.0,0.66308,2.922876
841,0.0,0.928796,6.10324
842,0.0,0.78892,4.598
843,0.0,2.36192,24.0548
844,0.0,0.623876,4.2108
845,0.0,1.02124,7.37616
846,0.0,0.99704,7.520876
847,0.0,1.33584,7.89404
848,0.0,1.4762,9.448164
849,0.0,0.197956,1.1132
850,0.0,0.17424,1.29712
851,0.0,0.15488,0.23716
852,0.0,0.06292,0.168916
853,0.0,0.2888,4.72188
854,0.0,0.444796,2.71524
855,0.0,0.45496,2.65716
856,0.0,0.847,9.56384
857,0.0,0.836836,9.356204
858,0.0,1.96504,12.49204
859,0.0,2.54584,12.565124
860,0.0,2.58476,30.29512
861,0.0,2.33928,31.01712
862,0.0,7.10448,72.07004
863,0.0,1.57396,19.65284
864,0.0,1.40068,22.0932
865,0.0,4.64968,43.63768
866,0.0,15.890204,35.889084
867,0.0,6.82924,28.416124
868,0.0,13.189,49.841836
869,0.0,5.918836,19.59716
870,0.0,9.65096,32.291996
871,0.0,8.998044,36.11608
872,0.0,4.345836,15.73484
873,0.0,8.001004,41.639004
